_id,Year,FSA,ANIMAL_TYPE,PRIMARY_BREED
610,2025,M2R,CAT,DOMESTIC SH
611,2023,M2N,CAT,DOMESTIC LH
612,2023,M9P,CAT,DOMESTIC SH
613,2025,M5N,CAT,DOMESTIC SH
614,2024,M5N,CAT,DOMESTIC SH
615,2023,M3A,CAT,DOMESTIC SH
616,2023,M1E,DOG,COCKER SPAN
617,2023,M8Y,DOG,POODLE MIN
618,2024,M3A,CAT,DOMESTIC SH
619,2026,M3A,CAT,DOMESTIC SH
620,2024,M6G,CAT,DOMESTIC MH
621,2024,M1T,DOG,SHIH TZU
622,2023,M6H,DOG,POMERANIAN
623,2024,M1C,CAT,DOMESTIC SH
624,2023,M1C,DOG,PAPILLON
625,2023,M3M,CAT,DOMESTIC LH
626,2024,M9R,CAT,DOMESTIC LH
627,2023,M3C,CAT,BURMESE
628,2024,M3A,DOG,NORW BUHUND
629,2025,M4E,CAT,DOMESTIC SH
630,2023,M6S,DOG,MALTESE
631,2023,M5A,DOG,LHASA APSO
632,2023,M6G,CAT,SIAMESE
633,2024,M9C,CAT,DOMESTIC SH
634,2023,M1C,CAT,DOMESTIC SH
635,2023,M1J,DOG,WEST HIGHLAND
636,2023,M6G,CAT,DOMESTIC SH
637,2024,M5V,DOG,SHIH TZU
638,2023,M9B,CAT,DOMESTIC SH
639,2023,M9B,CAT,DOMESTIC SH
640,2023,M9B,CAT,DOMESTIC SH
641,2023,M6H,CAT,DOMESTIC MH
642,2023,M6H,CAT,ABYSSINIAN
643,2024,M9C,DOG,SC WHEAT TERR
644,2023,M3M,DOG,YORKSHIRE TERR
645,2023,M4N,CAT,MAINE COON
646,2025,M8Y,CAT,DOMESTIC SH
647,2023,M5P,DOG,COCKER SPAN
648,2023,M1E,CAT,DOMESTIC SH
649,2024,M3J,CAT,PERSIAN
650,2023,M6H,CAT,DOMESTIC SH
651,2025,M1B,DOG,BICHON FRISE
652,2024,M6A,DOG,CHIHUAHUA SH
653,2024,M9C,CAT,DOMESTIC SH
654,2025,M9C,CAT,DOMESTIC SH
655,2023,M1M,DOG,DACHSHUND
656,2024,M1P,CAT,DOMESTIC SH
657,2023,M9C,DOG,MALTESE
658,2023,M1L,CAT,DOMESTIC SH
659,2023,M5A,DOG,SCHNAUZER MIN
660,2023,M1N,CAT,DOMESTIC SH
661,2023,M4W,DOG,WEST HIGHLAND
662,2023,M3A,DOG,GERM SHEPHERD
663,2023,M4C,DOG,SHIH TZU
664,2023,M2R,DOG,MALTESE
665,2023,M6P,CAT,DOMESTIC SH
666,2023,M2H,DOG,PEKINGESE
667,2025,M5R,CAT,DOMESTIC MH
668,2024,M4L,DOG,CHIHUAHUA SH
669,2023,M6M,DOG,CHIHUAHUA SH
670,2024,M9W,DOG,SHIH TZU
671,2024,M4J,CAT,DOMESTIC SH
672,2025,M5M,DOG,TIBETAN SPAN
673,2023,M4L,DOG,CHIHUAHUA SH
674,2023,M9B,CAT,DOMESTIC MH
675,2023,M9B,CAT,DOMESTIC MH
676,2024,M6K,CAT,DOMESTIC SH
677,2023,M6K,CAT,DOMESTIC SH
678,2024,M6J,CAT,DOMESTIC SH
679,2024,M2M,DOG,ENG BULLDOG
680,2023,M8X,DOG,SCHNAUZER MIN
681,2023,M4X,DOG,PEKINGESE
682,2023,M1V,DOG,CHINESE SHARPEI
683,2023,M6M,DOG,AUST SHEPHERD
684,2023,M1B,DOG,SHIH TZU
685,2024,M6G,DOG,SHIH TZU
686,2024,M5A,CAT,DOMESTIC SH
687,2025,M1X,CAT,DOMESTIC SH
688,2023,M1X,CAT,DOMESTIC SH
689,2023,M1X,CAT,DOMESTIC SH
690,2023,M6G,CAT,DOMESTIC SH
691,2023,M6G,CAT,DOMESTIC SH
692,2023,M6A,CAT,DOMESTIC SH
693,2023,M1W,CAT,DOMESTIC SH
694,2023,M4S,CAT,DOMESTIC LH
695,2023,M4S,CAT,DOMESTIC SH
696,2026,M4K,CAT,DOMESTIC SH
697,2024,M1W,DOG,COTON DE TULEAR
698,2023,M3A,CAT,DOMESTIC LH
699,2023,M5B,CAT,DOMESTIC SH
700,2024,M6N,DOG,SHIH TZU
701,2023,M4C,CAT,DOMESTIC SH
702,2025,M6S,CAT,DOMESTIC SH
703,2023,M9R,CAT,DOMESTIC SH
704,2023,M3B,CAT,DOMESTIC SH
705,2024,M4L,CAT,DOMESTIC SH
706,2023,M4T,DOG,POODLE MIN
707,2024,M4M,DOG,POMERANIAN
708,2023,M2N,CAT,DOMESTIC LH
709,2023,M1C,CAT,DOMESTIC SH
710,2023,M1V,DOG,SHIH TZU
711,2023,M1V,DOG,SHIH TZU
712,2023,M4H,CAT,DOMESTIC SH
713,2023,M1W,CAT,DOMESTIC LH
714,2023,M2K,CAT,DOMESTIC SH
715,2023,M2K,CAT,DOMESTIC SH
716,2023,M1G,DOG,BOSTON TERRIER
717,2023,M1S,CAT,RAGDOLL
718,2023,M6C,DOG,VIZSLA
719,2024,M1M,CAT,DOMESTIC SH
720,2025,M4S,CAT,DOMESTIC SH
721,2023,M6S,CAT,DOMESTIC LH
722,2023,M1C,DOG,BICHON FRISE
723,2023,M1S,CAT,DOMESTIC SH
724,2023,M6G,CAT,DOMESTIC SH
725,2023,M6J,CAT,DOMESTIC SH
726,2023,M3J,DOG,COCKER SPAN
727,2023,M5A,DOG,AUST SHEPHERD
728,2024,M2H,DOG,AMER ESKIMO
729,2024,M1E,DOG,BEARDED COLLIE
730,2023,M5P,CAT,DOMESTIC LH
731,2023,M1M,DOG,MIN PINSCHER
732,2024,M1S,DOG,POODLE MIN
733,2024,M4X,CAT,DOMESTIC SH
734,2025,M6E,DOG,CANE CORSO
735,2023,M1L,DOG,POMERANIAN
736,2023,M6H,DOG,PARSON RUSS TER
737,2025,M1G,CAT,DOMESTIC SH
738,2025,M1E,DOG,YORKSHIRE TERR
739,2025,M2J,DOG,YORKSHIRE TERR
740,2023,M6K,DOG,COTON DE TULEAR
741,2023,M8V,CAT,DOMESTIC MH
742,2024,M6C,CAT,DOMESTIC SH
743,2024,M6H,DOG,BICHON FRISE
744,2024,M3C,DOG,POODLE TOY
745,2023,M6E,CAT,DOMESTIC MH
746,2023,M6K,CAT,DOMESTIC SH
747,2024,M8V,DOG,DACHSHUND
748,2023,M9N,DOG,AUST SHEPHERD
749,2024,M3C,DOG,SHIH TZU
750,2023,M4B,CAT,DOMESTIC SH
751,2023,M1W,CAT,DOMESTIC SH
752,2023,M4K,CAT,DOMESTIC MH
753,2023,M4K,CAT,DOMESTIC SH
754,2023,M4K,CAT,DOMESTIC SH
755,2023,M4K,CAT,RAGDOLL
756,2023,M4R,CAT,DOMESTIC LH
757,2023,M3N,DOG,SHIH TZU
758,2023,M1H,CAT,MAINE COON
759,2023,M6J,DOG,DACHSHUND
760,2024,M4V,DOG,SCHNAUZER MIN
761,2023,M2J,CAT,DOMESTIC LH
762,2023,M1N,CAT,DOMESTIC MH
763,2023,M8Z,CAT,DOMESTIC SH
764,2024,M9N,CAT,DOMESTIC SH
765,2024,M8Y,DOG,COCKER SPAN
766,2026,M6K,CAT,DOMESTIC MH
767,2023,M1B,DOG,YORKSHIRE TERR
768,2023,M3B,CAT,MAINE COON
769,2023,M3A,CAT,DOMESTIC SH
770,2024,M1P,DOG,COCKER SPAN
771,2024,M1S,CAT,DOMESTIC SH
772,2024,M4J,CAT,DOMESTIC SH
773,2024,M8Y,CAT,DOMESTIC SH
774,2023,M4K,CAT,DOMESTIC SH
775,2023,M4E,CAT,DOMESTIC SH
776,2023,M5T,CAT,DOMESTIC SH
777,2023,M4L,DOG,PUG
778,2023,M6P,CAT,DOMESTIC MH
779,2025,M6P,CAT,DOMESTIC MH
780,2023,M4L,CAT,SIAMESE
781,2023,M4W,CAT,DOMESTIC SH
782,2024,M9A,CAT,DOMESTIC SH
783,2023,M4W,DOG,POODLE TOY
784,2023,M9M,CAT,DOMESTIC SH
785,2023,M5M,DOG,COCKER SPAN
786,2023,M1N,DOG,WEST HIGHLAND
787,2023,M6G,CAT,DOMESTIC SH
788,2023,M3A,CAT,DOMESTIC SH
789,2023,M6G,CAT,DOMESTIC SH
790,2023,M1G,DOG,PARSON RUSS TER
791,2023,M4N,CAT,DOMESTIC SH
792,2023,M6J,CAT,DOMESTIC SH
793,2024,M6J,CAT,DOMESTIC SH
794,2024,M6M,CAT,DOMESTIC SH
795,2025,M6G,CAT,DOMESTIC SH
796,2023,M4W,DOG,SHIH TZU
797,2024,M5V,DOG,LABRADOR RETR
798,2025,M4N,DOG,COCKER SPAN
799,2023,M1J,CAT,DOMESTIC SH
800,2023,M1J,CAT,DOMESTIC SH
801,2023,M5M,DOG,GOLDEN RETR
802,2023,M9B,DOG,POODLE MIN
803,2023,M6P,CAT,DOMESTIC SH
804,2023,M9B,CAT,DOMESTIC SH
805,2023,M1C,CAT,DOMESTIC SH
806,2024,M6H,CAT,DOMESTIC SH
807,2024,M6H,CAT,DOMESTIC SH
808,2023,M4S,DOG,LABRADOR RETR
809,2023,M9C,DOG,COCKER SPAN
810,2023,M6N,CAT,DOMESTIC SH
811,2023,M9C,DOG,POODLE TOY
812,2023,M6H,CAT,DOMESTIC SH
813,2023,M4E,CAT,DOMESTIC SH
814,2023,M6K,DOG,CHIHUAHUA SH
815,2025,M6N,CAT,DOMESTIC SH
816,2024,M4K,CAT,DOMESTIC SH
817,2024,M4S,DOG,BEAGLE
818,2024,M6H,DOG,YORKSHIRE TERR
819,2024,M8V,CAT,DOMESTIC LH
820,2023,M9A,CAT,BURMESE
821,2024,M6N,DOG,MIN PINSCHER
822,2023,M6G,DOG,GREAT PYRENEES
823,2023,M6H,DOG,SCHNAUZER MIN
824,2024,M8V,DOG,GOLDEN RETR
825,2025,M5R,DOG,BICHON FRISE
826,2023,M3H,DOG,HAVANESE
827,2023,M6H,CAT,DOMESTIC SH
828,2023,M1H,DOG,MALTESE
829,2024,M4E,CAT,DOMESTIC SH
830,2023,M9A,DOG,POODLE STND
831,2023,M9B,CAT,DOMESTIC SH
832,2023,M9C,CAT,DOMESTIC SH
833,2023,M8V,DOG,YORKSHIRE TERR
834,2023,M8V,CAT,DOMESTIC SH
835,2023,M6R,CAT,DOMESTIC SH
836,2024,M6H,CAT,DOMESTIC SH
837,2023,M6H,CAT,DOMESTIC SH
838,2023,M4B,CAT,DOMESTIC SH
839,2025,M1C,CAT,DOMESTIC SH
840,2024,M4J,CAT,DOMESTIC SH
841,2023,M6S,CAT,DOMESTIC LH
842,2025,M5R,DOG,POMERANIAN
843,2023,M1N,CAT,DOMESTIC LH
844,2023,M6J,DOG,YORKSHIRE TERR
845,2023,M5M,DOG,COCKER SPAN
846,2024,M4W,DOG,POODLE MIN
847,2025,M4N,CAT,DOMESTIC SH
848,2023,M4N,CAT,DOMESTIC SH
849,2024,M9B,CAT,DOMESTIC SH
850,2024,M9B,CAT,DOMESTIC SH
851,2023,M2N,CAT,SIAMESE
852,2023,M1K,DOG,YORKSHIRE TERR
853,2023,M9C,DOG,COCKER SPAN
854,2023,M6H,DOG,COCKER SPAN
855,2023,M8Y,DOG,WHIPPET
856,2023,M4G,DOG,HAVANESE
857,2023,M4G,DOG,HAVANESE
858,2023,M4L,DOG,PARSON RUSS TER
859,2026,M4L,DOG,COCKER SPAN
860,2024,M6S,CAT,ABYSSINIAN
861,2023,M2M,CAT,DOMESTIC LH
862,2023,M3C,CAT,DOMESTIC SH
863,2023,M3L,DOG,SHIH TZU
864,2024,M6S,CAT,DOMESTIC SH
865,2024,M1R,CAT,BURMESE
866,2025,M1W,CAT,DOMESTIC MH
867,2024,M2H,DOG,PARSON RUSS TER
868,2023,M4K,DOG,POODLE MIN
869,2023,M1N,CAT,DOMESTIC LH
870,2023,M1T,DOG,PEKINGESE
871,2023,M3H,DOG,GOLDEN RETR
872,2023,M4K,DOG,POODLE TOY
873,2023,M6C,DOG,CHIHUAHUA SH
874,2023,M8Y,DOG,YORKSHIRE TERR
875,2023,M3K,CAT,DOMESTIC SH
876,2023,M4S,DOG,PARSON RUSS TER
877,2023,M6E,DOG,COCKER SPAN
878,2023,M3L,DOG,CHIHUAHUA SH
879,2023,M1V,DOG,SHIH TZU
880,2023,M1K,CAT,DOMESTIC SH
881,2025,M4E,CAT,RAGDOLL
882,2023,M3C,DOG,SHIH TZU
883,2024,M1B,CAT,DOMESTIC MH
884,2024,M1B,DOG,BEAGLE
885,2023,M8W,CAT,DOMESTIC SH
886,2023,M8W,CAT,DOMESTIC SH
887,2023,M6N,DOG,COCKER SPAN
888,2025,M4C,CAT,DOMESTIC SH
889,2023,M1B,CAT,DOMESTIC SH
890,2024,M9C,DOG,YORKSHIRE TERR
891,2025,M1V,DOG,CHIHUAHUA SH
892,2023,M6N,DOG,MIN PINSCHER
893,2023,M1V,DOG,PARSON RUSS TER
894,2023,M5N,CAT,DOMESTIC MH
895,2024,M9W,DOG,DACHSHUND
896,2023,M1E,CAT,DOMESTIC SH
897,2025,M9C,CAT,DOMESTIC SH
898,2023,M9C,CAT,DOMESTIC SH
899,2023,M1E,CAT,DOMESTIC SH
900,2024,M9A,DOG,SHIH TZU
901,2025,M3A,CAT,DOMESTIC SH
902,2025,M1S,DOG,SHIH TZU
903,2023,M4G,CAT,DOMESTIC SH
904,2023,M5M,DOG,YORKSHIRE TERR
905,2023,M1W,DOG,SHIH TZU
906,2023,M6M,CAT,DOMESTIC SH
907,2023,M1J,CAT,DOMESTIC LH
908,2023,M1H,CAT,DOMESTIC SH
909,2024,M1K,CAT,DOMESTIC MH
910,2023,M8W,DOG,SHIH TZU
911,2024,M1J,CAT,DOMESTIC MH
912,2023,M1L,CAT,DOMESTIC SH
913,2023,M1E,CAT,DOMESTIC SH
914,2023,M1N,CAT,DOMESTIC SH
915,2025,M1L,DOG,GOLDEN RETR
916,2023,M6P,CAT,DOMESTIC MH
917,2023,M4E,CAT,DOMESTIC SH
918,2024,M4L,CAT,DOMESTIC SH
919,2023,M6S,DOG,POODLE MIN
920,2024,M1L,DOG,TOY FOX TERRIER
921,2023,M8X,DOG,COCKER SPAN
922,2024,M4M,CAT,DOMESTIC SH
923,2023,M4J,DOG,BORDER COLLIE
924,2023,M1E,DOG,PARSON RUSS TER
925,2023,M9A,DOG,SCHNAUZER GIANT
926,2023,M1L,DOG,DACHSHUND
927,2024,M1T,DOG,WEST HIGHLAND
928,2023,M4E,CAT,DOMESTIC SH
929,2024,M1G,CAT,DOMESTIC SH
930,2023,M9N,CAT,DOMESTIC SH
931,2023,M4L,DOG,YORKSHIRE TERR
932,2024,M9W,CAT,DOMESTIC SH
933,2023,M3N,CAT,DOMESTIC LH
934,2023,M4C,DOG,COCKER SPAN
935,2023,M1P,CAT,DOMESTIC SH
936,2024,M4B,CAT,DOMESTIC MH
937,2023,M4K,DOG,POODLE MIN
938,2024,M9A,CAT,DOMESTIC SH
939,2024,M4T,DOG,MALTESE
940,2023,M2P,CAT,DOMESTIC SH
941,2023,M2P,CAT,DOMESTIC LH
942,2024,M6G,CAT,SIAMESE
943,2023,M5T,CAT,RAGDOLL
944,2025,M5T,CAT,RAGDOLL
945,2023,M1N,DOG,SHIH TZU
946,2023,M1X,CAT,DOMESTIC SH
947,2023,M1X,CAT,DOMESTIC SH
948,2024,M5A,CAT,DOMESTIC MH
949,2023,M4C,DOG,AUST SHEPHERD
950,2024,M6J,CAT,DOMESTIC MH
951,2023,M6J,CAT,TURKISH ANGORA
952,2025,M5J,DOG,SHIH TZU
953,2023,M6J,CAT,SIAMESE
954,2024,M6J,CAT,DOMESTIC LH
955,2024,M1E,CAT,DOMESTIC SH
956,2023,M6G,CAT,DOMESTIC LH
957,2023,M4J,CAT,DOMESTIC SH
958,2023,M4C,CAT,DOMESTIC SH
959,2023,M6G,CAT,DOMESTIC SH
960,2023,M4E,DOG,NORWICH TERRIER
961,2024,M1X,DOG,SHIH TZU
962,2023,M5N,DOG,COTON DE TULEAR
963,2023,M1C,DOG,HAVANESE
964,2025,M3M,DOG,COCKER SPAN
965,2023,M6P,CAT,DOMESTIC SH
966,2023,M6G,CAT,DOMESTIC SH
967,2025,M2H,CAT,DOMESTIC SH
968,2023,M1V,CAT,DOMESTIC LH
969,2024,M6G,CAT,DOMESTIC SH
970,2023,M8Y,DOG,POMERANIAN
971,2023,M1N,CAT,DOMESTIC SH
972,2023,M4C,CAT,DOMESTIC SH
973,2023,M2J,CAT,DOMESTIC SH
974,2025,M6P,CAT,DOMESTIC SH
975,2023,M4C,CAT,DOMESTIC SH
976,2023,M6H,CAT,DOMESTIC SH
977,2025,M1W,DOG,SHIH TZU
978,2025,M4M,CAT,DOMESTIC SH
979,2023,M6C,DOG,BEAGLE
980,2024,M5V,CAT,SPHYNX
981,2024,M1N,DOG,PEKINGESE
982,2023,M9P,CAT,DOMESTIC SH
983,2024,M9P,CAT,DOMESTIC SH
984,2023,M6H,CAT,DOMESTIC SH
985,2023,M1K,CAT,DOMESTIC SH
986,2023,M1K,CAT,DOMESTIC MH
987,2023,M4E,DOG,POODLE STND
988,2024,M1E,DOG,BASSET HOUND
989,2023,M4S,DOG,LABRADOR RETR
990,2023,M5R,DOG,GOLDEN RETR
991,2023,M6E,DOG,WEST HIGHLAND
992,2023,M5R,DOG,COTON DE TULEAR
993,2023,M4G,CAT,DOMESTIC SH
994,2024,M8Z,CAT,DOMESTIC SH
995,2025,M9N,CAT,DOMESTIC SH
996,2023,M9P,DOG,YORKSHIRE TERR
997,2024,M1R,DOG,CHIHUAHUA SH
998,2025,M1H,CAT,DOMESTIC SH
999,2023,M1H,CAT,DOMESTIC LH
1000,2023,M4J,CAT,DOMESTIC SH
1001,2023,M1S,CAT,DOMESTIC MH
1002,2023,M9A,DOG,LABRADOR RETR
1003,2024,M6K,DOG,LHASA APSO
1004,2025,M6J,CAT,DOMESTIC MH
1005,2023,M6G,CAT,DOMESTIC MH
1006,2024,M1R,DOG,AUST SHEPHERD
1007,2023,M9B,CAT,DOMESTIC MH
1008,2023,M6G,DOG,GOLDEN RETR
1009,2023,M6J,CAT,DOMESTIC SH
1010,2025,M6G,CAT,DOMESTIC SH
1011,2023,M6R,DOG,BOXER
1012,2024,M4W,CAT,RAGDOLL
1013,2023,M6H,CAT,DOMESTIC SH
1014,2023,M8X,CAT,DOMESTIC SH
1015,2023,M1M,DOG,GERM SHEPHERD
1016,2023,M4R,DOG,SHIH TZU
1017,2023,M4L,DOG,COTON DE TULEAR
1018,2023,M1C,DOG,POMERANIAN
1019,2025,M2R,CAT,DOMESTIC SH
1020,2023,M2N,CAT,DOMESTIC SH
1021,2025,M5M,CAT,DOMESTIC MH
1022,2023,M6H,CAT,DOMESTIC SH
1023,2023,M6H,CAT,DOMESTIC SH
1024,2023,M1M,DOG,BRUSS GRIFFON
1025,2023,M4T,DOG,NS DUCK TOLLING
1026,2025,M4S,CAT,DOMESTIC SH
1027,2025,M5V,DOG,WEST HIGHLAND
1028,2024,M9B,CAT,DOMESTIC SH
1029,2023,M3C,CAT,DOMESTIC SH
1030,2023,M4E,DOG,LABRADOR RETR
1031,2023,M6G,CAT,DOMESTIC SH
1032,2024,M2H,CAT,DOMESTIC SH
1033,2025,M8Y,CAT,DOMESTIC MH
1034,2025,M4K,CAT,DOMESTIC SH
1035,2023,M2R,CAT,DOMESTIC SH
1036,2023,M6J,CAT,DOMESTIC SH
1037,2023,M9M,CAT,DOMESTIC SH
1038,2024,M4W,CAT,DOMESTIC SH
1039,2024,M1S,CAT,DOMESTIC SH
1040,2024,M3B,CAT,DOMESTIC SH
1041,2023,M4C,DOG,WEST HIGHLAND
1042,2023,M8V,CAT,DOMESTIC SH
1043,2023,M1K,CAT,DOMESTIC LH
1044,2023,M3M,DOG,POODLE MIN
1045,2023,M2J,CAT,DOMESTIC SH
1046,2023,M9W,CAT,DOMESTIC SH
1047,2023,M9C,DOG,PARSON RUSS TER
1048,2025,M8W,CAT,DOMESTIC SH
1049,2023,M8W,CAT,DOMESTIC SH
1050,2023,M1E,CAT,DOMESTIC SH
1051,2023,M4M,CAT,DOMESTIC MH
1052,2025,M4G,CAT,DOMESTIC SH
1053,2023,M6J,CAT,DOMESTIC MH
1054,2023,M2H,CAT,DOMESTIC SH
1055,2023,M4N,DOG,YORKSHIRE TERR
1056,2023,M4T,DOG,BICHON FRISE
1057,2023,M1J,CAT,DOMESTIC SH
1058,2024,M6M,CAT,DOMESTIC SH
1059,2023,M6G,CAT,DOMESTIC SH
1060,2023,M8Z,CAT,DOMESTIC SH
1061,2023,M6R,CAT,DOMESTIC SH
1062,2023,M6R,CAT,DOMESTIC SH
1063,2023,M4S,CAT,DOMESTIC SH
1064,2023,M6B,CAT,DOMESTIC SH
1065,2023,M5M,DOG,SHIH TZU
1066,2024,M6J,CAT,DOMESTIC SH
1067,2023,M9C,CAT,DOMESTIC SH
1068,2024,M1J,CAT,DOMESTIC SH
1069,2024,M1H,CAT,DOMESTIC MH
1070,2024,M6S,CAT,DOMESTIC SH
1071,2024,M3C,CAT,DOMESTIC MH
1072,2023,M6S,CAT,DOMESTIC SH
1073,2023,M1S,CAT,DOMESTIC SH
1074,2023,M1K,CAT,DOMESTIC SH
1075,2024,M4J,CAT,DOMESTIC MH
1076,2023,M8X,DOG,SC WHEAT TERR
1077,2023,M5A,DOG,GOLDEN RETR
1078,2024,M4W,DOG,DACHSHUND
1079,2025,M4W,DOG,DACHSHUND
1080,2024,M8W,DOG,COCKER SPAN
1081,2023,M2J,CAT,DOMESTIC SH
1082,2023,M6N,DOG,YORKSHIRE TERR
1083,2023,M8X,DOG,GOLDEN RETR
1084,2023,M9R,DOG,SHIH TZU
1085,2023,M4N,DOG,SC WHEAT TERR
1086,2023,M4G,CAT,DOMESTIC SH
1087,2024,M6R,CAT,DOMESTIC SH
1088,2023,M2M,CAT,PERSIAN
1089,2023,M1N,DOG,SHIH TZU
1090,2023,M4V,DOG,BICHON FRISE
1091,2023,M3B,CAT,DOMESTIC MH
1092,2023,M8Z,DOG,GOLDEN RETR
1093,2023,M4M,DOG,ENG COCKER SPAN
1094,2023,M1C,DOG,WEST HIGHLAND
1095,2023,M8Z,CAT,DOMESTIC SH
1096,2023,M4S,CAT,DOMESTIC LH
1097,2023,M5N,CAT,DOMESTIC SH
1098,2023,M9M,DOG,SHIH TZU
1099,2023,M9M,DOG,SHIH TZU
1100,2025,M9W,DOG,YORKSHIRE TERR
1101,2025,M9R,DOG,COCKER SPAN
1102,2023,M6K,CAT,SIAMESE
1103,2024,M4S,CAT,DOMESTIC SH
1104,2023,M6R,DOG,SIBERIAN HUSKY
1105,2025,M1K,CAT,SIAMESE
1106,2023,M3K,CAT,DOMESTIC SH
1107,2023,M5M,CAT,DOMESTIC SH
1108,2023,M3M,CAT,SIAMESE
1109,2023,M4W,DOG,LABRADOR RETR
1110,2025,M5M,CAT,DOMESTIC SH
1111,2024,M6P,CAT,DOMESTIC SH
1112,2023,M4S,DOG,MALTESE
1113,2023,M4N,CAT,DOMESTIC SHORT
1114,2023,M6J,CAT,DOMESTIC LH
1115,2023,M2N,CAT,DOMESTIC SH
1116,2025,M4A,DOG,HAVANESE
1117,2023,M5N,DOG,POODLE MIN
1118,2023,M4E,DOG,DACHSHUND WH
1119,2023,M4C,CAT,DOMESTIC MH
1120,2023,M9A,CAT,DOMESTIC SH
1121,2024,M9A,CAT,DOMESTIC MH
1122,2023,M9A,CAT,DOMESTIC LH
1123,2024,M6J,CAT,DOMESTIC SH
1124,2024,M1C,CAT,DOMESTIC SH
1125,2023,M4P,DOG,HAVANESE
1126,2024,M1V,CAT,DOMESTIC SH
1127,2023,M4E,CAT,DOMESTIC SH
1128,2024,M1M,DOG,BASSET HOUND
1129,2023,M4K,DOG,TIBETAN TERR
1130,2024,M2L,DOG,COCKER SPAN
1131,2023,M1W,DOG,POODLE MIN
1132,2024,M1V,CAT,DOMESTIC SH
1133,2023,M4S,CAT,DOMESTIC SH
1134,2024,M1V,DOG,CHIHUAHUA SH
1135,2024,M1V,DOG,BICHON FRISE
1136,2023,M6G,CAT,DOMESTIC SH
1137,2023,M3J,DOG,PARSON RUSS TER
1138,2023,M9W,CAT,DOMESTIC SH
1139,2024,M1X,CAT,DOMESTIC SH
1140,2025,M1X,CAT,DOMESTIC SH
1141,2023,M1V,CAT,DOMESTIC LH
1142,2023,M6N,DOG,PARSON RUSS TER
1143,2023,M9N,CAT,HIMALAYAN
1144,2023,M1K,CAT,DOMESTIC SH
1145,2023,M6S,CAT,DOMESTIC SH
1146,2023,M1K,CAT,DOMESTIC SH
1147,2024,M3B,DOG,WEST HIGHLAND
1148,2024,M6H,DOG,LABRADOR RETR
1149,2023,M2H,DOG,AUST SHEPHERD
1150,2023,M1H,CAT,DOMESTIC SH
1151,2025,M3C,DOG,SHIH TZU
1152,2024,M1B,CAT,DOMESTIC MH
1153,2024,M5A,CAT,DOMESTIC SH
1154,2023,M1V,DOG,MALTESE
1155,2024,M4L,CAT,SIAMESE
1156,2025,M1K,CAT,DOMESTIC SH
1157,2023,M9C,CAT,DOMESTIC SH
1158,2023,M2P,DOG,PARSON RUSS TER
1159,2024,M1E,CAT,DOMESTIC SH
1160,2023,M2K,DOG,BICHON FRISE
1161,2023,M5M,DOG,SHIH TZU
1162,2025,M9P,CAT,DOMESTIC MH
1163,2024,M1H,CAT,DOMESTIC LH
1164,2023,M1J,CAT,DOMESTIC SH
1165,2024,M1L,DOG,GERM SHEPHERD
1166,2026,M9B,CAT,DOMESTIC SH
1167,2023,M2N,CAT,DOMESTIC MH
1168,2023,M4C,CAT,DOMESTIC SH
1169,2023,M1P,CAT,DOMESTIC SH
1170,2024,M9W,DOG,SHIH TZU
1171,2023,M2H,CAT,DOMESTIC SH
1172,2024,M6P,DOG,SHIH TZU
1173,2023,M4B,CAT,DOMESTIC SH
1174,2023,M4B,CAT,DOMESTIC LH
1175,2023,M4B,CAT,DOMESTIC SH
1176,2024,M2M,CAT,RAGDOLL
1177,2023,M1S,CAT,DOMESTIC SH
1178,2023,M8Z,CAT,DOMESTIC SH
1179,2023,M8Z,CAT,DOMESTIC SH
1180,2023,M5V,CAT,DOMESTIC SH
1181,2023,M5R,CAT,DOMESTIC LH
1182,2023,M5R,CAT,DOMESTIC LH
1183,2024,M1N,CAT,DOMESTIC SH
1184,2023,M4S,DOG,MALTESE
1185,2023,M1N,DOG,GERM SHEPHERD
1186,2023,M6P,CAT,DOMESTIC SH
1187,2024,M5V,CAT,DOMESTIC SH
1188,2024,M1M,CAT,DOMESTIC MH
1189,2024,M1C,CAT,DOMESTIC SH
1190,2023,M5A,DOG,BOSTON TERRIER
1191,2023,M1K,CAT,DOMESTIC SH
1192,2023,M3H,DOG,HAVANESE
1193,2023,M5R,CAT,DOMESTIC MH
1194,2023,M6M,DOG,BOSTON TERRIER
1195,2023,M4T,CAT,DOMESTIC SH
1196,2024,M4X,DOG,COTON DE TULEAR
1197,2023,M1E,DOG,BEAGLE
1198,2024,M2K,CAT,DOMESTIC LH
1199,2025,M9C,CAT,DOMESTIC SH
1200,2024,M1S,DOG,SHIH TZU
1201,2023,M5M,DOG,PUG
1202,2023,M6C,DOG,CHIHUAHUA SH
1203,2024,M4B,DOG,POMERANIAN
1204,2023,M9C,DOG,YORKSHIRE TERR
1205,2023,M4N,DOG,COCKER SPAN
1206,2023,M1P,CAT,DOMESTIC SH
1207,2023,M1P,CAT,DOMESTIC SH
1208,2023,M1V,DOG,BICHON FRISE
1209,2024,M2R,DOG,SHIH TZU
1210,2025,M6G,CAT,DOMESTIC SH
1211,2023,M9L,CAT,DOMESTIC SH
1212,2023,M1G,DOG,HAVANESE
1213,2023,M1M,CAT,DOMESTIC SH
1214,2024,M1M,CAT,DOMESTIC SH
1215,2023,M9B,DOG,BORDER COLLIE
